SID,NAME,SEX,AGE,BIRTHDAY,DNAME,CLASS
200900130372,郭宝月,女,18.0,34677.0,计算机科学与技术学院,2006
200900130373,陈建军,女,19.0,34146.0,哲学与社会发展学院,2010
200900130374,李旭慧,女,23.0,32793.0,医学院,2004
200900130375,李贵山,男,20.0,33850.0,环境科学与工程学院,2007
200900130376,安文伟,女,23.0,32580.0,,2011
200900130377,樊树文,男,24.0,32193.0,医学院,2007
200900130378,柴亨,女,20.0,33701.0,管理学院,2007
200900130379,陈超,女,22.0,32929.0,艺术学院,2004
200900130380,晋子兵,女,20.0,33810.0,外国语学院,2009
200900130381,刘定权,女,22.0,33227.0,数学学院,2010
200900130382,曹玉俊,女,18.0,34605.0,化学与化工学院,2006
200900130383,刘桂英,女,19.0,34326.0,医学院,2006
200900130384,高年林,女,22.0,32974.0,医学院,2009
200900130385,韩丽峰,女,18.0,34457.0,信息科学与工程学院,2011
200900130386,李希正,男,23.0,32647.0,软件学院,2010
200900130387,刘来明,男,24.0,32332.0,生命科学学院,2009
200900130388,李文斌,,21.0,33351.0,法学院,2008
200900130389,董玲,女,23.0,32825.0,艺术学院,2004
200900130390,常三小,女,21.0,33579.0,国际教育学院,2006
200900130391,郭列维,男,18.0,34371.0,软件学院,2011
200900130392,李志龙,男,21.0,33350.0,数学学院,2009
200900130394,韩锡钰,男,20.0,33731.0,马克思主义学院,2006
200900130395,高桂文,男,21.0,33473.0,艺术学院,2008
200900130396,刘宽明,男,24.0,32411.0,化学与化工学院,2008
200900130397,韩保林,,21.0,33442.0,管理学院,2007
200900130399,李先春,女,22.0,33064.0,软件学院,2007
200900130400,梁瑞平,女,20.0,33604.0,医学院,2009
200900130401,李贵生,女,21.0,33377.0,哲学与社会发展学院,2009
200900130402,李志梅,女,23.0,32605.0,管理学院,2010
200900130404,段小强,男,24.0,32339.0,医学院,2010
200900130405,刘丽芳,女,22.0,33167.0,计算机科学与技术学院,2006
200900130406,高勤平,女,24.0,32418.0,国际教育学院,2008
200900130408,贺博,女,20.0,33625.0,信息科学与工程学院,2010
200900130409,来世月,男,19.0,34310.0,物理学院,2010
200900130410,白建新,女,21.0,33311.0,软件学院,2005
200900130411,郝俊杰,男,22.0,32967.0,软件学院,2008
200900130412,李书德,男,20.0,33671.0,经济学院,2004
200900130414,李健,女,24.0,32351.0,环境科学与工程学院,2010
200900130415,刘凤莲,,23.0,32695.0,化学与化工学院,2010
200900130417,顾丽梅,女,19.0,34011.0,数学学院,2005
200900130418,贾金花,男,19.0,34066.0,生命科学学院,2007
200900130419,李晋忠,男,23.0,32691.0,公共卫生学院,2007
200900130420,高鑫,男,18.0,34469.0,软件学院,2010
200900130421,郝锁同,男,18.0,34342.0,历史文化学院,2011
200900130423,刘剑敏,男,20.0,33835.0,,2009
200900130424,何丛杰,女,23.0,32712.0,物理学院,2005
200900130425,李亚峰,女,19.0,33975.0,医学院,2004
200900130426,郭旺景,男,24.0,32488.0,马克思主义学院,2011
200900130427,丁福明,女,24.0,32229.0,公共卫生学院,2007
200900130428,成宝华,男,18.0,34610.0,医学院,2009
200900130429,陈广平,男,19.0,33996.0,,2009
200900130430,贾鹏,,24.0,32246.0,生命科学学院,2010
200900130432,焦光田,,19.0,34002.0,管理学院,2007
200900130433,李原生,男,23.0,32854.0,公共卫生学院,2010
200900130434,曹永慧,男,21.0,33365.0,经济学院,2008
200900130435,李拉民,女,23.0,32640.0,物理学院,2011
200900130436,康铁小,男,22.0,33061.0,物理学院,2007
200900130438,蔡强,男,21.0,33335.0,化学与化工学院,2009
200900130439,董明兵,男,18.0,34532.0,国际教育学院,2006
200900130440,李超,女,24.0,32312.0,哲学与社会发展学院,2011
200900130442,付福锁,男,22.0,33233.0,环境科学与工程学院,2004
200900130443,李跃峰,男,19.0,34263.0,,2009
200900130444,候三琴,女,23.0,32581.0,国际教育学院,2007
200900130446,段兰芝,男,19.0,34192.0,,2005
200900130447,冯希亮,男,23.0,32591.0,历史文化学院,2010
200900130448,高贵生,男,18.0,34415.0,环境科学与工程学院,2005
200900130449,韩文智,男,22.0,32883.0,法学院,2005
200900130450,韩志强,男,19.0,34041.0,信息科学与工程学院,2009
200900130452,李祥元,男,21.0,33340.0,信息科学与工程学院,2008
200900130453,曹宋凯,男,23.0,32626.0,生命科学学院,2004
200900130454,柴赵龙,,22.0,32896.0,公共卫生学院,2006
200900130456,曹四孩,女,23.0,32618.0,化学与化工学院,2007
200900130457,郭玉清,男,20.0,33762.0,艺术学院,2007
200900130458,冯勋东,女,18.0,34401.0,,2009
200900130459,郭有权,女,21.0,33537.0,哲学与社会发展学院,2011
200900130461,刘飞,男,20.0,33763.0,历史文化学院,2009
200900130462,陈贵明,女,20.0,33677.0,信息科学与工程学院,2006
200900130463,介改梅,女,24.0,32226.0,化学与化工学院,2006
200900130465,梁玉贵,女,20.0,33914.0,化学与化工学院,2011
200900130466,郝金贵,男,21.0,33254.0,信息科学与工程学院,2011
200900130467,景太龙,男,24.0,32248.0,医学院,2010
200900130468,李刚,女,20.0,33966.0,管理学院,2005
200900130470,和佳军,女,21.0,33359.0,艺术学院,2008
200900130471,刘继承,女,24.0,32349.0,生命科学学院,2009
200900130472,贾宇,,18.0,34566.0,计算机科学与技术学院,2006
200900130473,郝月书,男,20.0,33900.0,法学院,2004
200900130474,侯晓丽,女,21.0,33365.0,,2006
200900130475,李贵奎,男,24.0,32170.0,软件学院,2011
200900130476,李育峰,男,18.0,34647.0,艺术学院,2011
200900130477,霍宏赡,女,19.0,34050.0,艺术学院,2009
200900130478,翟爱清,男,22.0,32989.0,计算机科学与技术学院,2006
200900130479,贺永霞,男,22.0,32882.0,哲学与社会发展学院,2011
200900130480,李盂生,,19.0,34311.0,生命科学学院,2004
200900130481,廖文明,女,21.0,33570.0,经济学院,2011
200900130482,刘建民,女,20.0,33918.0,国际教育学院,2005
200900130483,杜文军,男,19.0,34011.0,艺术学院,2010
200900130484,胡艳丽,女,20.0,33728.0,法学院,2004
200900130485,李素梅,男,18.0,34517.0,艺术学院,2005
200900130486,段建钢,女,22.0,33004.0,物理学院,2009
200900130487,李龙,女,20.0,33964.0,国际教育学院,2010
200900130488,刘波,男,24.0,32234.0,软件学院,2004
200900130489,刘贵清,女,18.0,34441.0,物理学院,2004
200900130490,胡振刚,男,24.0,32365.0,数学学院,2011
200900130491,郭守团,男,24.0,32269.0,数学学院,2006
200900130492,朗俊芳,女,20.0,33792.0,外国语学院,2005
200900130493,郭小余,男,22.0,32922.0,化学与化工学院,2009
200900130494,冀彦伟,女,22.0,32912.0,化学与化工学院,2008
200900130495,高珍珍,男,19.0,34290.0,国际教育学院,2007
200900130496,杜爱军,女,18.0,34613.0,计算机科学与技术学院,2007
200900130497,冯粉连,女,22.0,33000.0,数学学院,2010
200900130498,高更欢,女,18.0,34536.0,法学院,2005
200900130499,胡福平,男,21.0,33574.0,,2009
200900130500,郎垣富,,20.0,33793.0,医学院,2006
200900130501,郝贤,女,19.0,34317.0,历史文化学院,2010
200900130502,李建青,男,18.0,34447.0,法学院,2011
200900130503,陈元胜,男,19.0,34294.0,法学院,2005
200900130504,李安国,男,21.0,33413.0,国际教育学院,2008
200900130505,李信儿,女,22.0,32889.0,法学院,2010
200900130506,郭增基,男,24.0,32266.0,生命科学学院,2009
200900130507,李军,男,19.0,34277.0,医学院,2007
200900130508,高彦清,女,18.0,34500.0,化学与化工学院,2004
200900130509,李计明,男,21.0,33299.0,环境科学与工程学院,2008
200900130510,李燕荣,男,24.0,32383.0,外国语学院,2008
200900130511,栗阿兵,女,18.0,34538.0,环境科学与工程学院,2004
200900130512,李明,男,19.0,34313.0,环境科学与工程学院,2005
200900130513,李辰,女,20.0,33750.0,哲学与社会发展学院,2011
200900130514,陈锁柱,男,24.0,32390.0,环境科学与工程学院,2006
200900130515,勾海林,女,18.0,34624.0,数学学院,2004
200900130516,韩国申,女,22.0,33234.0,马克思主义学院,2007
200900130517,董建波,男,19.0,34265.0,法学院,2005
200900130518,李美菊,男,23.0,32618.0,公共卫生学院,2007
200900130519,郝晨光,女,22.0,33111.0,数学学院,2005
200900130520,边小峰,男,23.0,32575.0,外国语学院,2007
200900130521,韩泽贵,男,21.0,33497.0,公共卫生学院,2011
200900130522,梁太杰,男,21.0,33569.0,物理学院,2007
200900130523,郝云喜,女,24.0,32389.0,国际教育学院,2006
200900130524,崔彦和,女,23.0,32653.0,医学院,2009
200900130525,杜杰,男,23.0,32724.0,法学院,2004
200900130526,李志忠,男,23.0,32764.0,公共卫生学院,2005
200900130527,郝金福,,18.0,34541.0,哲学与社会发展学院,2009
200900130528,巩秀阳,男,24.0,32154.0,公共卫生学院,2004
200900130529,李东明,女,21.0,33339.0,软件学院,2009
200900130530,操喜英,女,23.0,32742.0,历史文化学院,2010
200900130531,曹巨货,,22.0,33057.0,艺术学院,2011
200900130532,傅保华,女,23.0,32680.0,,2005
200900130533,刘继美,,24.0,32329.0,历史文化学院,2009
200900130534,陈柳,女,20.0,33835.0,公共卫生学院,2011
200900130535,李国伟,女,24.0,32381.0,物理学院,2008
200900130536,高和平,女,20.0,33934.0,历史文化学院,2011
200900130537,曹云龙,女,22.0,33195.0,马克思主义学院,2008
200900130538,姜红花,男,20.0,33831.0,马克思主义学院,2005
200900130539,李飞飞,女,18.0,34559.0,,2006
200900130540,李奴宝,女,20.0,33897.0,艺术学院,2008
200900130541,顾学忠,男,23.0,32759.0,历史文化学院,2009
200900130542,李维军,男,21.0,33518.0,生命科学学院,2004
200900130543,白晓燕,男,24.0,32457.0,数学学院,2007
200900130544,高苗锋,女,20.0,33697.0,历史文化学院,2011
200900130545,韩小红,女,19.0,34084.0,管理学院,2005
200900130546,梁艳,女,22.0,32892.0,软件学院,2011
200900130547,景涛平,女,18.0,34399.0,软件学院,2010
200900130548,韩建贵,女,19.0,33972.0,历史文化学院,2010
200900130549,陈国玉,男,18.0,34477.0,计算机科学与技术学院,2008
200900130550,弓根福,女,19.0,34204.0,化学与化工学院,2005
200900130551,陈万超,女,24.0,32372.0,环境科学与工程学院,2007
200900130552,刘虎生,,22.0,33059.0,数学学院,2011
200900130553,李彦春,女,24.0,32490.0,,2011
200900130554,董超,女,21.0,33239.0,经济学院,2006
200900130555,梁海进,男,21.0,33311.0,数学学院,2008
200900130556,刘翠萍,男,22.0,32945.0,软件学院,2006
200900130557,耿全福,男,23.0,32807.0,信息科学与工程学院,2010
200900130558,郭苗建,男,23.0,32621.0,数学学院,2009
200900130559,李国民,,22.0,33010.0,数学学院,2005
200900130561,高永恒,女,22.0,32977.0,艺术学院,2009
200900130562,高慧敏,男,19.0,34232.0,经济学院,2008
200900130563,段家伟,女,21.0,33453.0,环境科学与工程学院,2009
200900130565,郭九林,女,18.0,34498.0,计算机科学与技术学院,2010
200900130566,霍恒华,,20.0,33928.0,计算机科学与技术学院,2006
200900130568,李金元,男,24.0,32309.0,国际教育学院,2006
200900130569,柏旺琴,男,19.0,34048.0,化学与化工学院,2005
200900130570,安斌,女,20.0,33897.0,软件学院,2007
200900130571,郭宝珠,男,20.0,33677.0,化学与化工学院,2006
200900130573,蒋平,女,23.0,32782.0,计算机科学与技术学院,2008
200900130574,郭守萍,女,23.0,32686.0,历史文化学院,2004
200900130576,但晋平,男,23.0,32795.0,环境科学与工程学院,2004
200900130577,黄旭鹏,女,18.0,34372.0,医学院,2008
200900130578,陈万慧,女,18.0,34390.0,,2010
200900130579,常玉镜,女,19.0,34324.0,外国语学院,2006
200900130580,李建国,男,22.0,32949.0,国际教育学院,2010
200900130582,翟俊保,男,19.0,34093.0,历史文化学院,2007
200900130583,安贵昌,女,18.0,34488.0,外国语学院,2004
200900130584,李志宏,女,18.0,34665.0,物理学院,2008
200900130585,成海江,女,23.0,32547.0,信息科学与工程学院,2009
200900130587,安志鹏,女,22.0,33189.0,化学与化工学院,2005
200900130588,高华清,男,20.0,33881.0,环境科学与工程学院,2005
200900130590,刘建伟,男,19.0,34277.0,国际教育学院,2010
200900130591,晋洪周,,20.0,33701.0,数学学院,2006
200900130592,李树礼,女,21.0,33409.0,软件学院,2009
200900130593,高龙飞,男,23.0,32651.0,哲学与社会发展学院,2005
200900130595,李军,男,21.0,33315.0,软件学院,2011
200900130596,郭建强,女,19.0,34018.0,软件学院,2010
200900130597,李莉,女,23.0,32521.0,艺术学院,2004
200900130598,蒋学贤,女,21.0,33581.0,环境科学与工程学院,2007
200900130599,郭正莲,男,19.0,34260.0,物理学院,2011
200900130601,雷贵文,男,20.0,33717.0,艺术学院,2005
200900130602,焦茂生,女,22.0,33210.0,历史文化学院,2008
200900130603,康春军,女,19.0,34280.0,管理学院,2004
200900131440,李睿喆,男,21.0,33273.0,软件学院,2008
200900131441,冀建勇,男,24.0,32148.0,化学与化工学院,2004
200900131442,翟亚峰,女,23.0,32590.0,信息科学与工程学院,2004
200900131443,刘贵文,女,21.0,33574.0,历史文化学院,2011
200900131444,崔贵蓉,女,19.0,34237.0,数学学院,2009
200900131445,杜柱文,女,18.0,34600.0,医学院,2010
200900131446,侯建文,女,18.0,34372.0,经济学院,2004
200900131447,晋虹霞,男,21.0,33340.0,软件学院,2007
200900131448,梁家明,男,21.0,33316.0,艺术学院,2004
200900131449,白敬芳,男,23.0,32867.0,医学院,2006
200900131450,高栋栋,男,22.0,33061.0,物理学院,2004
200900131451,焦杰明,女,18.0,34385.0,公共卫生学院,2010
200900131452,董起勇,女,20.0,33867.0,数学学院,2007
200900131453,梁宪红,男,19.0,34090.0,软件学院,2011
200900131454,李春林,男,18.0,34432.0,,2009
200900131455,李立刚,男,22.0,33220.0,历史文化学院,2008
200900131456,刘宝,女,19.0,33985.0,经济学院,2011
200900131457,丁继国,女,20.0,33807.0,环境科学与工程学院,2007
200900131458,高晋祥,女,21.0,33564.0,国际教育学院,2008
200900131459,白云飞,女,20.0,33911.0,环境科学与工程学院,2011
200900131460,李江顺,女,19.0,34145.0,数学学院,2011
200900131461,陈金泉,女,19.0,34017.0,物理学院,2006
200900131462,崔和平,女,20.0,33691.0,化学与化工学院,2004
200900131463,侯晓锋,男,19.0,34160.0,化学与化工学院,2006
200900131464,李继发,女,23.0,32707.0,管理学院,2011
200900131465,郭宇强,女,24.0,32318.0,经济学院,2009
200900131466,梁建明,女,24.0,32502.0,哲学与社会发展学院,2005
200900131467,冯秀昌,女,24.0,32272.0,物理学院,2006
200900131468,陈国华,男,19.0,34097.0,生命科学学院,2011
200900131469,范恩亮,男,20.0,33838.0,历史文化学院,2006
200900131470,方正国,女,24.0,32473.0,生命科学学院,2005
200900131471,梁双江,女,23.0,32563.0,生命科学学院,2004
200900131472,高启勇,男,22.0,33212.0,历史文化学院,2011
200900131473,胡建芳,女,24.0,32340.0,法学院,2007
200900131474,李雷雷,男,20.0,33615.0,国际教育学院,2005
200900131475,董银海,男,18.0,34417.0,外国语学院,2008
200900131476,胡翠荣,女,20.0,33919.0,马克思主义学院,2007
200900131477,李文,男,19.0,34247.0,,2006
200900131478,李景华,男,23.0,32784.0,公共卫生学院,2006
200900131479,封晓磊,女,19.0,34050.0,法学院,2005
200900131480,李慧敏,男,19.0,34019.0,法学院,2007
200900131481,龚兴安,男,23.0,32779.0,马克思主义学院,2010
200900131482,董超,女,18.0,34348.0,马克思主义学院,2010
200900131483,曹永进,男,20.0,33631.0,化学与化工学院,2011
200900131484,白旭亮,女,18.0,34402.0,生命科学学院,2006
200900131485,金栓祥,男,22.0,33018.0,艺术学院,2009
200900131486,李晋华,男,21.0,33339.0,环境科学与工程学院,2011
200900131487,李俊兵,男,18.0,34517.0,物理学院,2008
200900131488,侯慧芳,女,23.0,32594.0,物理学院,2007
200900131489,白俊峰,男,20.0,33673.0,艺术学院,2004
200900131490,高琰,女,23.0,32813.0,,2004
200900131491,贾建平,男,18.0,34401.0,数学学院,2006
200900131492,康利斌,男,18.0,34469.0,数学学院,2005
200900131493,焦健,男,24.0,32325.0,历史文化学院,2005
200900131494,成富明,男,19.0,34090.0,艺术学院,2005
200900131495,贺赛清,,23.0,32515.0,哲学与社会发展学院,2011
200900131496,蒋天成,,21.0,33516.0,公共卫生学院,2008
200900131497,薄美琴,女,22.0,33097.0,马克思主义学院,2005
200900131498,黄金林,男,23.0,32867.0,艺术学院,2010
200900131499,胡夕奎,女,18.0,34412.0,医学院,2009
200900131500,焦传海,女,22.0,32996.0,艺术学院,2010
200900131501,郝保国,女,21.0,33339.0,外国语学院,2008
200900131502,李敏,女,24.0,32226.0,信息科学与工程学院,2005
200900131503,郭栋敏,男,18.0,34360.0,生命科学学院,2005
200900131504,刘国军,女,18.0,34661.0,计算机科学与技术学院,2011
200900131505,高有珍,女,22.0,33228.0,信息科学与工程学院,2011
200900131506,贾志明,女,19.0,34097.0,哲学与社会发展学院,2009
